year,month,zipcode,avg_hours,count
2024,11,10470,77.36,856
2024,11,10471,124.18,758
2024,11,10472,113.42,2095
2024,11,10473,137.03,1497
2024,11,10474,153.79,595
2024,11,10475,128.05,286
2024,11,10523,732.05,1
2024,11,10580,69.04,1
2024,11,10704,724.37,1
2024,11,11001,128.27,80
2024,11,11004,306.46,116
2024,11,11040,83.89,37
2024,11,11042,24.98,1
2024,11,11101,130.6,2319
2024,11,11102,156.57,1139
2024,11,11103,89.9,1330
2024,11,11104,129.31,767
2024,11,11105,138.29,1065
2024,11,11106,140.78,1402
2024,11,11109,40.93,57
2024,11,11201,162.9,3016
2024,11,11203,183.27,2260
2024,11,11204,184.27,1690
2024,11,11205,156.22,1444
2024,11,11206,186.82,2096
2024,11,11207,142.93,2912
2024,11,11208,136.79,2979
2024,11,11209,244.09,2442
2024,11,11210,166.96,1858
2024,11,11211,272.94,2387
2024,11,11212,140.03,2265
2024,11,11213,146.4,2777
2024,11,11214,146.57,2287
2024,11,11215,258.02,2244
2024,11,11216,156.28,2339
2024,11,11217,144.72,1840
2024,11,11218,188.2,2170
2024,11,11219,238.37,1502
2024,11,11220,335.19,2370
2024,11,11221,102.74,2646
2024,11,11222,260.34,2077
2024,11,11223,171.7,2327
2024,11,11224,156.03,935
2024,11,11225,153.62,2782
2024,11,11226,130.57,4463
2024,11,11228,365.42,1175
2024,11,11229,206.82,2620
2024,11,11230,228.47,2632
2024,11,11231,260.0,1512
2024,11,11232,314.37,1149
2024,11,11233,189.83,1851
2024,11,11234,272.06,2220
2024,11,11235,191.38,2314
2024,11,11236,174.44,2011
2024,11,11237,127.55,2086
2024,11,11238,182.71,2091
2024,11,11239,20.57,1659
2024,11,11241,1.94,1
2024,11,11242,786.64,1
2024,11,11249,244.65,1117
2024,11,11251,53.97,4
2024,11,11354,164.61,1205
2024,11,11355,153.63,1676
2024,11,11356,176.9,710
2024,11,11357,331.67,787
2024,11,11358,267.0,911
2024,11,11359,285.16,13
2024,11,11360,116.48,439
2024,11,11361,182.19,760
2024,11,11362,342.84,274
2024,11,11363,147.7,162
2024,11,11364,270.65,545
2024,11,11365,270.25,821
2024,11,11366,83.75,1305
2024,11,11367,144.01,872
2024,11,11368,142.68,2599
2024,11,11369,205.8,1036
2024,11,11370,178.63,723
2024,11,11371,497.13,1
2024,11,11372,93.47,2382
2024,11,11373,144.34,2176
2024,11,11374,162.85,1464
2024,11,11375,176.94,1783
2024,11,11377,103.24,2285
2024,11,11378,93.85,1434
2024,11,11379,172.2,1022
2024,11,11385,124.43,3225
2024,11,11411,192.56,431
2024,11,11412,140.78,748
2024,11,11413,218.08,728
2024,11,11414,110.97,526
2024,11,11415,219.45,382
2024,11,11416,146.05,665
2024,11,11417,130.81,883
2024,11,11418,114.57,1003
2024,11,11419,220.73,1479
2024,11,11420,191.38,1425
2024,11,11421,100.76,1522
2024,11,11422,152.09,484
2024,11,11423,156.68,576
2024,11,11426,267.49,364
2024,11,11427,147.77,448
2024,11,11428,205.04,466
2024,11,11429,259.26,527
2024,11,11430,1342.38,286
2024,11,11432,109.07,1712
2024,11,11433,147.95,960
2024,11,11434,144.23,1165
2024,11,11435,103.2,1608
2024,11,11436,108.82,554
2024,11,11576,122.17,1
2024,11,11577,139.99,1
2024,11,11691,169.02,1399
2024,11,11692,232.48,418
2024,11,11693,133.94,204
2024,11,11694,170.51,497
2024,11,11695,8.84,1
2024,11,11697,43.34,8
2024,11,11706,728.55,1
2024,11,12345,1.86,1
2024,11,37072,807.04,1
2024,11,55439,372.45,1
2024,11,84020,730.8,1
2024,11,ALL,160.15,270881
2024,12,00083,0.37,2
2024,12,02062,725.29,1
2024,12,07080,1129.88,1
2024,12,10000,713.14,21
2024,12,10001,200.99,1283
2024,12,10002,190.1,2204
2024,12,10003,266.2,1813
2024,12,10004,70.17,466
2024,12,10005,142.16,190
2024,12,10006,125.75,170
2024,12,10007,129.68,367
2024,12,10009,178.72,1449
2024,12,10010,224.52,626
2024,12,10011,199.13,1900
2024,12,10012,161.11,1325
2024,12,10013,145.1,1385
2024,12,10014,143.09,1214
2024,12,10016,201.5,1269
2024,12,10017,214.55,682
2024,12,10018,352.07,558
2024,12,10019,193.31,1700
2024,12,10020,280.97,66
2024,12,10021,195.67,808
2024,12,10022,266.73,741
2024,12,10023,180.4,1134
2024,12,10024,217.37,1178
2024,12,10025,184.06,2249
2024,12,10026,147.31,2109
2024,12,10027,160.12,2439
2024,12,10028,170.11,891
2024,12,10029,136.23,2005
2024,12,10030,160.19,1983
2024,12,10031,165.59,2767
2024,12,10032,160.22,2830
2024,12,10033,124.23,2656
2024,12,10034,100.3,2333
2024,12,10035,187.48,1417
2024,12,10036,264.89,1365
2024,12,10037,110.07,894
2024,12,10038,153.84,481
2024,12,10039,118.18,1828
2024,12,10040,106.16,2005
2024,12,10041,14.83,2
2024,12,10044,290.3,46
2024,12,10045,2.23,3
2024,12,10048,1.65,5
2024,12,10055,4.47,1
2024,12,10065,233.42,723
2024,12,10069,122.8,75
2024,12,10075,152.74,397
2024,12,10103,279.66,4
2024,12,10105,1009.38,7
2024,12,10106,985.53,1
2024,12,10110,1.88,6
2024,12,10111,381.74,2
2024,12,10112,1260.89,5
2024,12,10115,23.58,1
2024,12,10118,47.32,3
2024,12,10119,21.61,8
2024,12,10120,13.4,9
2024,12,10121,582.41,32
2024,12,10123,240.49,2
2024,12,10128,173.69,782
2024,12,10151,70.25,1
2024,12,10152,14.97,1
2024,12,10153,819.09,2
2024,12,10154,1.62,2
2024,12,10158,91.14,1
2024,12,10162,3.3,5
2024,12,10165,2216.68,2
2024,12,10167,0.85,1
2024,12,10168,63.57,2
2024,12,10169,94.69,13
2024,12,10170,129.63,2
2024,12,10171,1.2,1
2024,12,10172,55.89,4
2024,12,10173,0.65,1
2024,12,10174,135.39,5
2024,12,10175,0.55,1
2024,12,10176,3.79,3
2024,12,10178,630.02,3
2024,12,10271,0.81,2
2024,12,10278,15.11,8
2024,12,10279,47.49,2
2024,12,10280,43.42,38
2024,12,10281,1.01,12
2024,12,10282,184.14,42
2024,12,10301,226.14,1030
2024,12,10302,324.05,417
2024,12,10303,279.6,504
2024,12,10304,270.95,921
2024,12,10305,359.2,782
2024,12,10306,494.64,1058
2024,12,10307,433.51,257
2024,12,10308,537.37,430
2024,12,10309,311.23,602
2024,12,10310,230.2,513
2024,12,10312,474.13,1071
2024,12,10314,388.89,1547
2024,12,10400,9.57,4
2024,12,10451,169.92,2780
2024,12,10452,114.42,4212
2024,12,10453,118.9,4053
2024,12,10454,152.77,1645
2024,12,10455,118.3,2369
2024,12,10456,119.23,4331
2024,12,10457,133.21,3880
2024,12,10458,127.89,4757
2024,12,10459,166.04,2684
2024,12,10460,154.13,2934
2024,12,10461,151.41,1989
2024,12,10462,126.4,3191
2024,12,10463,105.35,2830
2024,12,10464,470.05,160
2024,12,10465,243.37,1085
2024,12,10466,21.51,21832
2024,12,10467,120.15,5462
2024,12,10468,112.83,4318
2024,12,10469,161.87,2062
2024,12,10470,100.85,1086
2024,12,10471,108.24,760
2024,12,10472,131.7,2235
2024,12,10473,140.99,1438
2024,12,10474,173.28,575
2024,12,10475,119.68,322
2024,12,10502,1025.61,1
2024,12,10710,756.56,1
2024,12,11001,232.41,68
2024,12,11004,576.85,147
2024,12,11005,287.88,4
2024,12,11040,232.75,43
2024,12,11101,121.69,2501
2024,12,11102,180.02,1047
2024,12,11103,113.77,1317
2024,12,11104,185.3,870
2024,12,11105,144.15,1244
2024,12,11106,194.57,1366
2024,12,11109,81.78,40
2024,12,11201,158.54,2811
2024,12,11203,184.05,2338
2024,12,11204,168.61,1849
2024,12,11205,122.52,1755
2024,12,11206,198.62,1984
2024,12,11207,180.54,3171
2024,12,11208,180.75,2916
2024,12,11209,145.69,2445
2024,12,11210,300.37,1995
2024,12,11211,248.99,2264
2024,12,11212,170.49,2604
2024,12,11213,134.63,3187
2024,12,11214,229.23,2499
2024,12,11215,309.45,2280
2024,12,11216,244.39,2647
2024,12,11217,143.8,2091
2024,12,11218,150.14,3068
2024,12,11219,223.04,1526
2024,12,11220,171.05,2204
2024,12,11221,199.02,2569
2024,12,11222,159.18,2304
2024,12,11223,170.36,2318
2024,12,11224,134.13,932
2024,12,11225,135.9,3018
2024,12,11226,146.65,4618
2024,12,11228,140.77,1161
2024,12,11229,169.44,2431
2024,12,11230,153.28,2897
2024,12,11231,128.39,1634
2024,12,11232,125.56,1063
2024,12,11233,226.62,2127
2024,12,11234,609.72,2401
2024,12,11235,176.51,2531
2024,12,11236,276.69,2099
2024,12,11237,204.99,1885
2024,12,11238,234.33,2498
2024,12,11239,34.97,2244
2024,12,11242,97.35,1
2024,12,11249,181.7,1075
2024,12,11354,170.1,1417
2024,12,11355,123.48,1810
2024,12,11356,171.95,611
2024,12,11357,444.84,749
2024,12,11358,213.46,912
2024,12,11359,432.77,5
2024,12,11360,145.8,418
2024,12,11361,313.37,670
2024,12,11362,244.0,227
2024,12,11363,229.11,159
2024,12,11364,396.46,628
2024,12,11365,101.32,1059
2024,12,11366,54.64,1873
2024,12,11367,263.62,1180
2024,12,11368,103.84,2491
2024,12,11369,261.19,991
2024,12,11370,212.02,642
2024,12,11371,751.35,2
2024,12,11372,119.03,2433
2024,12,11373,132.44,2227
2024,12,11374,96.68,1383
2024,12,11375,129.12,1996
2024,12,11377,117.58,2780
2024,12,11378,152.68,1482
2024,12,11379,203.42,981
2024,12,11385,146.2,3251
2024,12,11411,430.79,381
2024,12,11412,291.11,685
2024,12,11413,311.7,764
2024,12,11414,234.3,544
2024,12,11415,384.63,476
2024,12,11416,259.91,622
2024,12,11417,236.83,776
2024,12,11418,222.37,958
2024,12,11419,138.5,1332
2024,12,11420,224.35,1431
2024,12,11421,94.6,1616
2024,12,11422,285.79,490
2024,12,11423,257.53,612
2024,12,11426,484.92,304
2024,12,11427,254.51,526
2024,12,11428,189.78,417
2024,12,11429,297.84,517
2024,12,11430,1365.25,256
2024,12,11432,118.75,2211
2024,12,11433,326.3,855
2024,12,11434,297.71,1125
2024,12,11435,140.57,2029
2024,12,11436,172.67,519
2024,12,11552,734.1,1
2024,12,11691,167.72,1532
2024,12,11692,156.52,392
2024,12,11693,147.82,223
2024,12,11694,280.84,516
2024,12,11697,339.35,6
2024,12,11767,42.19,1
2024,12,11801,733.57,1
2024,12,12345,7.36,4
2024,12,12528,737.87,1
2024,12,40031,912.69,1
2024,12,72712,72.53,1
2024,12,75262,903.82,1
2024,12,77491,18.32,1
2024,12,92660,733.76,1
2024,12,ALL,166.7,297793
2025,1,10000,3565.67,11
2025,1,10001,2834.13,402
2025,1,10002,2708.23,558
2025,1,10003,2782.01,581
2025,1,10004,3040.99,53
2025,1,10005,3176.27,73
2025,1,10006,3463.15,34
2025,1,10007,3531.65,92
2025,1,10009,2495.92,381
2025,1,10010,3247.45,222
2025,1,10011,2721.99,630
2025,1,10012,2930.46,402
2025,1,10013,2577.7,333
2025,1,10014,2926.82,330
2025,1,10016,2429.44,471
2025,1,10017,2794.33,274
2025,1,10018,2239.19,194
2025,1,10019,3212.98,615
2025,1,10020,4416.41,60
2025,1,10021,2968.58,218
2025,1,10022,3514.9,441
2025,1,10023,2587.49,757
2025,1,10024,2521.48,358
2025,1,10025,4807.42,1718
2025,1,10026,1989.65,320
2025,1,10027,2186.99,439
2025,1,10028,3163.76,449
2025,1,10029,2199.66,323
2025,1,10030,1985.6,235
2025,1,10031,2027.89,521
2025,1,10032,1839.46,398
2025,1,10033,2011.03,333
2025,1,10034,1865.08,284
2025,1,10035,2470.48,230
2025,1,10036,2438.3,1016
2025,1,10037,1775.05,149
2025,1,10038,3044.4,150
2025,1,10039,1435.66,287
2025,1,10040,1654.82,227
2025,1,10044,1569.28,17
2025,1,10065,2947.74,199
2025,1,10069,2888.6,10
2025,1,10075,3046.24,128
2025,1,10103,4562.61,26
2025,1,10105,3153.57,6
2025,1,10106,562.84,1
2025,1,10112,4784.76,4
2025,1,10118,2609.66,2
2025,1,10119,2992.09,5
2025,1,10120,2910.37,1
2025,1,10121,2105.74,10
2025,1,10123,6773.8,1
2025,1,10128,2528.46,206
2025,1,10151,6022.54,19
2025,1,10153,3973.42,113
2025,1,10158,669.95,2
2025,1,10165,587.57,2
2025,1,10168,2494.63,3
2025,1,10169,1582.12,3
2025,1,10170,2081.86,1
2025,1,10171,2828.8,2
2025,1,10174,3569.03,1
2025,1,10178,755.35,1
2025,1,10271,2343.12,1
2025,1,10280,2782.68,32
2025,1,10281,4086.81,13
2025,1,10282,3380.81,10
2025,1,10301,2415.03,208
2025,1,10302,2295.9,91
2025,1,10303,2297.6,99
2025,1,10304,2014.57,175
2025,1,10305,2523.02,152
2025,1,10306,2739.33,282
2025,1,10307,2586.78,59
2025,1,10308,2463.18,111
2025,1,10309,2041.37,81
2025,1,10310,2445.28,119
2025,1,10312,2580.41,192
2025,1,10314,2911.72,289
2025,1,10451,1825.65,432
2025,1,10452,1499.43,646
2025,1,10453,1378.94,643
2025,1,10454,1678.43,311
2025,1,10455,1891.65,321
2025,1,10456,1519.61,588
2025,1,10457,1367.13,589
2025,1,10458,1538.41,594
2025,1,10459,1573.47,467
2025,1,10460,1592.28,411
2025,1,10461,1997.57,351
2025,1,10462,1722.45,482
2025,1,10463,1950.16,357
2025,1,10464,2063.1,39
2025,1,10465,1700.01,194
2025,1,10466,392.32,2391
2025,1,10467,1385.37,766
2025,1,10468,1588.03,595
2025,1,10469,2008.59,277
2025,1,10470,1340.25,160
2025,1,10471,2107.38,104
2025,1,10472,2129.44,385
2025,1,10473,1606.83,192
2025,1,10474,1553.74,81
2025,1,10475,2038.48,85
2025,1,10573,1616.31,1
2025,1,10583,733.16,1
2025,1,11001,1607.35,14
2025,1,11004,2964.64,62
2025,1,11040,3141.05,7
2025,1,11101,3003.8,501
2025,1,11102,2941.79,193
2025,1,11103,3854.9,364
2025,1,11104,2853.85,152
2025,1,11105,3110.33,224
2025,1,11106,2448.34,282
2025,1,11109,3463.57,8
2025,1,11201,4185.76,1908
2025,1,11203,2000.76,417
2025,1,11204,2607.54,282
2025,1,11205,2674.09,152
2025,1,11206,1867.97,428
2025,1,11207,1909.97,677
2025,1,11208,1965.09,433
2025,1,11209,2528.68,526
2025,1,11210,1566.86,402
2025,1,11211,2213.28,660
2025,1,11212,1649.87,538
2025,1,11213,1638.14,625
2025,1,11214,2428.76,338
2025,1,11215,2669.64,464
2025,1,11216,1972.7,581
2025,1,11217,2730.71,373
2025,1,11218,2168.69,309
2025,1,11219,2247.41,303
2025,1,11220,2674.56,678
2025,1,11221,2393.26,511
2025,1,11222,2699.02,344
2025,1,11223,2693.94,378
2025,1,11224,2265.47,234
2025,1,11225,2037.05,523
2025,1,11226,1716.33,857
2025,1,11228,2183.86,136
2025,1,11229,3185.88,507
2025,1,11230,2434.42,291
2025,1,11231,2887.4,333
2025,1,11232,1858.64,167
2025,1,11233,1980.33,363
2025,1,11234,2860.66,303
2025,1,11235,3152.29,495
2025,1,11236,2310.56,380
2025,1,11237,2114.52,491
2025,1,11238,2057.57,659
2025,1,11239,1542.44,89
2025,1,11241,3952.04,2
2025,1,11249,2367.48,267
2025,1,11354,2661.93,307
2025,1,11355,2765.83,364
2025,1,11356,2518.69,65
2025,1,11357,2552.77,81
2025,1,11358,2650.22,159
2025,1,11359,281.95,1
2025,1,11360,2191.94,40
2025,1,11361,3126.04,125
2025,1,11362,3225.09,58
2025,1,11363,3020.77,43
2025,1,11364,2823.36,83
2025,1,11365,2835.86,115
2025,1,11366,2464.8,80
2025,1,11367,2114.81,151
2025,1,11368,2778.53,378
2025,1,11369,2190.37,155
2025,1,11370,2479.62,117
2025,1,11371,1531.03,1
2025,1,11372,2726.78,495
2025,1,11373,2816.37,300
2025,1,11374,2012.73,274
2025,1,11375,2891.86,448
2025,1,11377,2735.91,425
2025,1,11378,2759.07,164
2025,1,11379,3432.54,168
2025,1,11385,3014.57,539
2025,1,11411,2314.34,33
2025,1,11412,1962.58,112
2025,1,11413,2482.6,121
2025,1,11414,2823.86,562
2025,1,11415,2353.29,84
2025,1,11416,2348.59,75
2025,1,11417,2485.93,162
2025,1,11418,2134.66,135
2025,1,11419,2371.0,389
2025,1,11420,2615.36,296
2025,1,11421,1946.39,128
2025,1,11422,2163.72,88
2025,1,11423,2024.35,110
2025,1,11426,3249.98,59
2025,1,11427,1735.02,68
2025,1,11428,2401.4,75
2025,1,11429,1811.04,57
2025,1,11430,2747.47,123
2025,1,11432,2442.99,325
2025,1,11433,1730.03,137
2025,1,11434,2381.76,146
2025,1,11435,2016.6,240
2025,1,11436,2247.05,84
2025,1,11501,737.2,1
2025,1,11691,2026.32,236
2025,1,11692,1547.96,99
2025,1,11693,2056.95,36
2025,1,11694,2699.51,98
2025,1,11695,3462.78,1
2025,1,11697,4378.68,1
2025,1,11704,1456.88,2
2025,1,11791,734.11,1
2025,1,33496,1413.75,1
2025,1,55439,780.36,1
2025,1,90051,1032.93,1
2025,1,ALL,2383.55,57163
2025,2,10000,2504.76,7
2025,2,10001,2039.36,132
2025,2,10002,2335.15,113
2025,2,10003,2004.37,173
2025,2,10004,1803.83,10
2025,2,10005,2011.46,8
2025,2,10006,1494.74,14
2025,2,10007,2201.07,20
2025,2,10009,1902.92,81
2025,2,10010,1976.24,67
2025,2,10011,2297.5,178
2025,2,10012,2747.83,62
2025,2,10013,2392.19,46
2025,2,10014,2254.49,66
2025,2,10016,2279.5,139
2025,2,10017,2060.75,76
2025,2,10018,2556.68,59
2025,2,10019,2290.71,93
2025,2,10020,2986.24,7
2025,2,10021,2292.61,62
2025,2,10022,2272.33,98
2025,2,10023,2499.4,64
2025,2,10024,2226.79,71
2025,2,10025,2260.55,97
2025,2,10026,2601.95,85
2025,2,10027,2197.79,102
2025,2,10028,2480.85,54
2025,2,10029,2333.04,73
2025,2,10030,2044.21,82
2025,2,10031,2148.98,80
2025,2,10032,2927.47,78
2025,2,10033,2316.89,45
2025,2,10034,2111.99,80
2025,2,10035,2164.68,57
2025,2,10036,2419.47,115
2025,2,10037,1487.37,31
2025,2,10038,1772.65,52
2025,2,10039,1792.48,33
2025,2,10040,2265.95,40
2025,2,10044,1210.3,4
2025,2,10065,2474.78,70
2025,2,10069,2743.1,6
2025,2,10075,2543.61,18
2025,2,10120,1440.04,1
2025,2,10121,3511.11,8
2025,2,10123,2297.21,1
2025,2,10128,2114.57,27
2025,2,10152,1242.83,1
2025,2,10172,2809.73,1
2025,2,10178,1428.77,1
2025,2,10278,9222.58,1
2025,2,10280,3275.34,1
2025,2,10282,1634.28,3
2025,2,10301,2410.3,26
2025,2,10302,3660.14,19
2025,2,10303,2948.25,28
2025,2,10304,2868.53,40
2025,2,10305,3914.13,15
2025,2,10306,3830.86,66
2025,2,10307,2167.08,3
2025,2,10308,3841.41,27
2025,2,10309,3913.5,18
2025,2,10310,3086.92,18
2025,2,10312,3894.17,31
2025,2,10314,4252.15,97
2025,2,10451,2100.41,150
2025,2,10452,2023.17,207
2025,2,10453,2140.94,263
2025,2,10454,2086.06,57
2025,2,10455,2449.59,69
2025,2,10456,2292.54,133
2025,2,10457,1990.28,253
2025,2,10458,2240.67,168
2025,2,10459,2141.64,126
2025,2,10460,2180.11,121
2025,2,10461,2809.45,94
2025,2,10462,2398.21,140
2025,2,10463,2082.63,84
2025,2,10464,3442.25,19
2025,2,10465,3160.38,81
2025,2,10466,2519.7,128
2025,2,10467,2151.49,248
2025,2,10468,2150.54,123
2025,2,10469,3139.62,126
2025,2,10470,2434.07,32
2025,2,10471,2145.22,20
2025,2,10472,2588.2,153
2025,2,10473,2442.95,45
2025,2,10474,2269.36,44
2025,2,10475,2554.42,23
2025,2,11001,4478.95,14
2025,2,11004,3107.43,9
2025,2,11040,1440.13,1
2025,2,11101,2090.18,88
2025,2,11102,3457.2,62
2025,2,11103,2944.03,62
2025,2,11104,3005.59,36
2025,2,11105,3875.11,107
2025,2,11106,3111.62,64
2025,2,11109,1833.86,4
2025,2,11201,2926.85,88
2025,2,11203,3729.26,145
2025,2,11204,3171.23,114
2025,2,11205,2296.68,56
2025,2,11206,2029.55,102
2025,2,11207,2844.48,209
2025,2,11208,2995.0,107
2025,2,11209,3112.55,83
2025,2,11210,2544.59,130
2025,2,11211,2362.91,105
2025,2,11212,2362.14,157
2025,2,11213,2194.01,103
2025,2,11214,3384.41,105
2025,2,11215,4436.42,277
2025,2,11216,2398.15,158
2025,2,11217,2839.51,124
2025,2,11218,3572.48,132
2025,2,11219,3515.03,68
2025,2,11220,2654.11,126
2025,2,11221,3196.45,208
2025,2,11222,2540.17,89
2025,2,11223,3081.14,107
2025,2,11224,2815.63,19
2025,2,11225,1748.96,129
2025,2,11226,2326.23,243
2025,2,11228,3740.84,84
2025,2,11229,3727.82,73
2025,2,11230,3288.19,92
2025,2,11231,4192.98,97
2025,2,11232,2675.36,57
2025,2,11233,2777.78,75
2025,2,11234,3556.33,195
2025,2,11235,3384.36,123
2025,2,11236,2869.99,81
2025,2,11237,2850.04,158
2025,2,11238,2490.82,121
2025,2,11239,2187.12,22
2025,2,11249,2237.54,60
2025,2,11354,3291.58,122
2025,2,11355,2832.77,145
2025,2,11356,4532.89,47
2025,2,11357,4225.73,62
2025,2,11358,4141.09,77
2025,2,11360,3596.28,16
2025,2,11361,3075.19,41
2025,2,11362,2596.62,23
2025,2,11363,2236.04,7
2025,2,11364,3178.6,25
2025,2,11365,3864.82,82
2025,2,11366,4213.25,33
2025,2,11367,3137.67,69
2025,2,11368,2900.46,112
2025,2,11369,3154.57,68
2025,2,11370,3635.07,57
2025,2,11371,3507.72,1
2025,2,11372,3282.45,101
2025,2,11373,3008.52,158
2025,2,11374,3114.75,91
2025,2,11375,3324.33,56
2025,2,11377,3027.28,117
2025,2,11378,4513.0,26
2025,2,11379,3541.73,49
2025,2,11385,3740.8,170
2025,2,11411,4177.14,55
2025,2,11412,2597.97,39
2025,2,11413,3795.33,81
2025,2,11414,3707.22,37
2025,2,11415,3279.17,22
2025,2,11416,3979.03,42
2025,2,11417,3424.27,119
2025,2,11418,3442.27,43
2025,2,11419,2680.85,209
2025,2,11420,3599.22,172
2025,2,11421,3340.78,59
2025,2,11422,3729.89,91
2025,2,11423,3132.39,39
2025,2,11426,4093.61,30
2025,2,11427,3876.93,17
2025,2,11428,2518.49,40
2025,2,11429,3877.69,31
2025,2,11430,3149.57,39
2025,2,11432,2580.71,93
2025,2,11433,3090.74,74
2025,2,11434,3218.34,75
2025,2,11435,1929.87,110
2025,2,11436,2533.37,17
2025,2,11691,3322.01,121
2025,2,11692,3603.61,27
2025,2,11693,3324.83,30
2025,2,11694,3578.65,65
2025,2,11697,1178.03,2
2025,2,12345,1440.36,1
2025,2,ALL,2802.69,14592
2025,3,10000,3339.01,4
2025,3,10001,3410.58,101
2025,3,10002,3034.71,78
2025,3,10003,3445.27,145
2025,3,10004,5427.08,8
2025,3,10005,2233.25,2
2025,3,10006,3018.97,5
2025,3,10007,3190.32,10
2025,3,10009,4193.32,102
2025,3,10010,3647.71,48
2025,3,10011,3543.67,79
2025,3,10012,3799.53,46
2025,3,10013,4319.92,32
2025,3,10014,3540.32,41
2025,3,10016,3890.41,109
2025,3,10017,3272.43,39
2025,3,10018,3526.75,34
2025,3,10019,3879.91,92
2025,3,10020,4874.15,2
2025,3,10021,4581.52,62
2025,3,10022,3810.61,64
2025,3,10023,3339.59,76
2025,3,10024,3774.91,54
2025,3,10025,3542.01,106
2025,3,10026,3742.05,75
2025,3,10027,4656.83,60
2025,3,10028,3440.12,40
2025,3,10029,3277.2,48
2025,3,10030,3438.84,34
2025,3,10031,3965.07,83
2025,3,10032,3393.79,72
2025,3,10033,2957.53,46
2025,3,10034,3973.88,46
2025,3,10035,4013.26,53
2025,3,10036,2966.16,94
2025,3,10037,3913.16,72
2025,3,10038,5565.89,32
2025,3,10039,4490.77,53
2025,3,10040,3594.3,18
2025,3,10044,2474.53,10
2025,3,10065,4007.18,48
2025,3,10069,1857.09,3
2025,3,10075,4249.53,17
2025,3,10105,4452.75,3
2025,3,10121,3256.67,4
2025,3,10128,3593.04,38
2025,3,10153,2553.01,1
2025,3,10165,1533.86,1
2025,3,10169,2901.52,2
2025,3,10172,7266.69,1
2025,3,10301,5743.01,40
2025,3,10302,7533.71,18
2025,3,10303,6429.28,13
2025,3,10304,5365.94,28
2025,3,10305,4236.9,19
2025,3,10306,5187.28,63
2025,3,10307,4136.72,12
2025,3,10308,5354.78,43
2025,3,10309,4422.57,7
2025,3,10310,6305.34,21
2025,3,10312,5507.54,58
2025,3,10314,5566.28,37
2025,3,10451,2604.91,72
2025,3,10452,2826.88,141
2025,3,10453,2654.7,128
2025,3,10454,3135.53,24
2025,3,10455,2460.41,48
2025,3,10456,2503.84,147
2025,3,10457,3275.97,82
2025,3,10458,2741.11,176
2025,3,10459,2328.92,111
2025,3,10460,2791.56,121
2025,3,10461,3583.57,64
2025,3,10462,3127.94,103
2025,3,10463,3299.57,36
2025,3,10464,7427.43,14
2025,3,10465,4056.23,35
2025,3,10466,3246.51,68
2025,3,10467,2879.48,134
2025,3,10468,2883.25,104
2025,3,10469,3106.23,91
2025,3,10470,2540.99,35
2025,3,10471,4792.7,17
2025,3,10472,3068.67,89
2025,3,10473,3817.72,54
2025,3,10474,2746.13,15
2025,3,10475,2982.81,14
2025,3,11001,4584.66,12
2025,3,11004,4915.45,32
2025,3,11040,5792.77,10
2025,3,11101,3441.76,73
2025,3,11102,3222.5,85
2025,3,11103,3355.43,61
2025,3,11104,2704.44,69
2025,3,11105,3355.26,40
2025,3,11106,3258.8,72
2025,3,11109,2420.45,3
2025,3,11201,3836.29,93
2025,3,11203,5200.87,296
2025,3,11204,4724.09,84
2025,3,11205,4731.38,45
2025,3,11206,3791.69,154
2025,3,11207,4753.21,236
2025,3,11208,4691.23,232
2025,3,11209,3093.13,85
2025,3,11210,4679.09,181
2025,3,11211,4151.5,126
2025,3,11212,3670.1,154
2025,3,11213,3523.73,151
2025,3,11214,3076.57,64
2025,3,11215,4453.25,129
2025,3,11216,3520.29,132
2025,3,11217,4615.1,103
2025,3,11218,4055.51,109
2025,3,11219,4193.64,103
2025,3,11220,3925.14,99
2025,3,11221,3720.03,144
2025,3,11222,4390.31,87
2025,3,11223,4664.17,49
2025,3,11224,3181.34,23
2025,3,11225,4378.23,137
2025,3,11226,3833.78,225
2025,3,11228,3883.45,56
2025,3,11229,5229.41,111
2025,3,11230,3844.69,213
2025,3,11231,4665.63,16
2025,3,11232,3388.16,18
2025,3,11233,3683.1,171
2025,3,11234,3777.13,73
2025,3,11235,4430.81,85
2025,3,11236,4840.27,56
2025,3,11237,4108.35,61
2025,3,11238,3870.72,113
2025,3,11239,3435.99,9
2025,3,11249,4277.86,70
2025,3,11354,3342.34,51
2025,3,11355,3389.12,86
2025,3,11356,3859.51,31
2025,3,11357,5188.92,43
2025,3,11358,4381.95,51
2025,3,11360,3829.49,17
2025,3,11361,4676.45,37
2025,3,11362,4690.35,46
2025,3,11363,4293.62,17
2025,3,11364,4779.04,26
2025,3,11365,4155.24,44
2025,3,11366,2930.72,12
2025,3,11367,2899.89,56
2025,3,11368,3443.78,138
2025,3,11369,3614.71,68
2025,3,11370,3813.45,21
2025,3,11372,3882.9,74
2025,3,11373,3092.85,98
2025,3,11374,3380.93,28
2025,3,11375,4369.72,59
2025,3,11377,3298.27,110
2025,3,11378,3262.88,26
2025,3,11379,4208.89,27
2025,3,11385,3530.84,92
2025,3,11411,4672.5,18
2025,3,11412,4307.22,77
2025,3,11413,4070.73,56
2025,3,11414,4442.82,32
2025,3,11415,2657.94,37
2025,3,11416,3837.04,16
2025,3,11417,3963.81,32
2025,3,11418,3872.85,42
2025,3,11419,4076.87,80
